fpr_nn,tpr_nn,thresholds_nn
0.0,0.0,1.9564415216445923
0.0,0.001841620626151013,0.9564415216445923
0.0,0.003683241252302026,0.9559836387634277
0.0003419972640218878,0.003683241252302026,0.9555714130401611
0.0003419972640218878,0.007366482504604052,0.9542304277420044
0.0006839945280437756,0.007366482504604052,0.9468454718589783
0.0006839945280437756,0.014732965009208104,0.9207553863525391
0.0013679890560875513,0.014732965009208104,0.9178615212440491
0.0013679890560875513,0.016574585635359115,0.9177770614624023
0.001709986320109439,0.016574585635359115,0.9168115258216858
0.001709986320109439,0.01841620626151013,0.9163151979446411
0.0023939808481532147,0.01841620626151013,0.9142184853553772
0.0023939808481532147,0.02578268876611418,0.9052145481109619
0.0027359781121751026,0.02578268876611418,0.9041579365730286
0.0027359781121751026,0.027624309392265192,0.9038661122322083
0.003419972640218878,0.027624309392265192,0.899449348449707
0.003419972640218878,0.03130755064456722,0.8980749249458313
0.004103967168262654,0.03130755064456722,0.8976809978485107
0.004103967168262654,0.03683241252302026,0.8967918753623962
0.004445964432284542,0.03683241252302026,0.8958069682121277
0.004445964432284542,0.03867403314917127,0.8935073614120483
0.0047879616963064295,0.03867403314917127,0.8929035067558289
0.0047879616963064295,0.04419889502762431,0.8908038139343262
0.005129958960328317,0.04419889502762431,0.8907602429389954
0.005129958960328317,0.05156537753222836,0.8903552293777466
0.005813953488372093,0.05156537753222836,0.8888371586799622
0.005813953488372093,0.06261510128913444,0.8827266693115234
0.006155950752393981,0.06261510128913444,0.8814508318901062
0.006155950752393981,0.06445672191528545,0.881294310092926
0.006497948016415869,0.06445672191528545,0.8810238838195801
0.006497948016415869,0.06998158379373849,0.8772635459899902
0.007181942544459644,0.06998158379373849,0.8755570650100708
0.007181942544459644,0.07918968692449356,0.8715972900390625
0.007523939808481532,0.07918968692449356,0.8705682754516602
0.007523939808481532,0.08103130755064457,0.8689536452293396
0.00786593707250342,0.08103130755064457,0.8687662482261658
0.00786593707250342,0.08287292817679558,0.8669041991233826
0.008207934336525308,0.08287292817679558,0.8667367100715637
0.008207934336525308,0.09023941068139964,0.8615461587905884
0.008891928864569083,0.09023941068139964,0.8597507476806641
0.008891928864569083,0.09208103130755065,0.8594594597816467
0.009233926128590971,0.09208103130755065,0.8578926920890808
0.009233926128590971,0.09392265193370165,0.8545031547546387
0.009917920656634747,0.09392265193370165,0.853476345539093
0.009917920656634747,0.09944751381215469,0.8516150116920471
0.010259917920656635,0.09944751381215469,0.851391077041626
0.010259917920656635,0.10865561694290976,0.8486790657043457
0.01094391244870041,0.10865561694290976,0.8454747796058655
0.01094391244870041,0.11233885819521179,0.8441548347473145
0.011285909712722298,0.11233885819521179,0.8441281318664551
0.011285909712722298,0.11602209944751381,0.8414689302444458
0.011627906976744186,0.11602209944751381,0.8404240608215332
0.011627906976744186,0.11970534069981584,0.839533269405365
0.011969904240766074,0.11970534069981584,0.8390530347824097
0.011969904240766074,0.1270718232044199,0.8349860310554504
0.01265389876880985,0.1270718232044199,0.8325514793395996
0.01265389876880985,0.13075506445672191,0.8316735625267029
0.012995896032831737,0.13075506445672191,0.8315582871437073
0.012995896032831737,0.13259668508287292,0.8313092589378357
0.013337893296853625,0.13259668508287292,0.8309095501899719
0.013337893296853625,0.13627992633517497,0.8283406496047974
0.0140218878248974,0.13627992633517497,0.8276618719100952
0.0140218878248974,0.13812154696132597,0.8276041150093079
0.014705882352941176,0.13812154696132597,0.8274731040000916
0.014705882352941176,0.13996316758747698,0.8271520733833313
0.016073871409028728,0.13996316758747698,0.8259495496749878
0.016073871409028728,0.14548802946593,0.8235433101654053
0.016415868673050615,0.14548802946593,0.8235357999801636
0.016415868673050615,0.15101289134438306,0.8215087056159973
0.016757865937072503,0.15101289134438306,0.8214554786682129
0.016757865937072503,0.15469613259668508,0.819886326789856
0.01709986320109439,0.15469613259668508,0.8197428584098816
0.01709986320109439,0.16022099447513813,0.8176220655441284
0.01744186046511628,0.16022099447513813,0.8168378472328186
0.01744186046511628,0.16206261510128914,0.8154442310333252
0.018467852257181942,0.16206261510128914,0.8132773041725159
0.018467852257181942,0.16390423572744015,0.8127095699310303
0.019151846785225718,0.16390423572744015,0.8122643232345581
0.019151846785225718,0.16758747697974216,0.8102378249168396
0.019493844049247606,0.16758747697974216,0.8098256587982178
0.019493844049247606,0.17863720073664824,0.8067894577980042
0.02051983584131327,0.17863720073664824,0.8057416677474976
0.02051983584131327,0.18047882136279927,0.805444598197937
0.021203830369357045,0.18047882136279927,0.8035029768943787
0.021203830369357045,0.18232044198895028,0.803172767162323
0.024281805745554035,0.18232044198895028,0.7999337911605835
0.024281805745554035,0.1841620626151013,0.7998871803283691
0.024623803009575923,0.1841620626151013,0.7998572587966919
0.024623803009575923,0.1878453038674033,0.7988166809082031
0.02496580027359781,0.1878453038674033,0.7977865934371948
0.02496580027359781,0.18968692449355432,0.7976216673851013
0.0253077975376197,0.18968692449355432,0.7975329756736755
0.0253077975376197,0.19152854511970535,0.7974284887313843
0.025991792065663474,0.19152854511970535,0.7962855696678162
0.025991792065663474,0.20257826887661143,0.7933540344238281
0.02667578659370725,0.20257826887661143,0.7930835485458374
0.02667578659370725,0.20441988950276244,0.7928610444068909
0.027017783857729138,0.20441988950276244,0.7924576997756958
0.027017783857729138,0.20626151012891344,0.7923328280448914
0.0280437756497948,0.20626151012891344,0.7919303178787231
0.0280437756497948,0.20810313075506445,0.7918269634246826
0.028727770177838577,0.20810313075506445,0.7907772064208984
0.028727770177838577,0.20994475138121546,0.7906650304794312
0.029411764705882353,0.20994475138121546,0.7903121113777161
0.029411764705882353,0.21178637200736647,0.7902844548225403
0.030437756497948016,0.21178637200736647,0.7880536913871765
0.030437756497948016,0.2136279926335175,0.7876099348068237
0.030779753761969904,0.2136279926335175,0.7875358462333679
0.030779753761969904,0.21731123388581952,0.7850866317749023
0.03146374829001368,0.21731123388581952,0.7836537957191467
0.03146374829001368,0.21915285451197053,0.7836492657661438
0.03180574555403557,0.21915285451197053,0.7832920551300049
0.03180574555403557,0.22099447513812154,0.7813574075698853
0.032147742818057455,0.22099447513812154,0.7804405093193054
0.032147742818057455,0.2302025782688766,0.7783506512641907
0.032489740082079346,0.2302025782688766,0.7783260941505432
0.032489740082079346,0.23204419889502761,0.7779951095581055
0.03317373461012312,0.23204419889502761,0.7777959108352661
0.03317373461012312,0.23756906077348067,0.7770563960075378
0.03454172366621067,0.23756906077348067,0.776345431804657
0.03454172366621067,0.24125230202578268,0.7748345732688904
0.03556771545827633,0.24125230202578268,0.773854672908783
0.03556771545827633,0.2430939226519337,0.7733083963394165
0.03761969904240766,0.2430939226519337,0.7708348035812378
0.03761969904240766,0.24493554327808473,0.7708008289337158
0.03796169630642955,0.24493554327808473,0.7706587910652161
0.03796169630642955,0.2523020257826888,0.7677732706069946
0.038303693570451436,0.2523020257826888,0.7674716711044312
0.038303693570451436,0.2541436464088398,0.7668377161026001
0.0393296853625171,0.2541436464088398,0.7654670476913452
0.0393296853625171,0.26335174953959484,0.7635266780853271
0.04138166894664843,0.26335174953959484,0.7610766291618347
0.04138166894664843,0.26887661141804786,0.7589172720909119
0.042065663474692205,0.26887661141804786,0.7578379511833191
0.042065663474692205,0.27071823204419887,0.7571001052856445
0.04240766073871409,0.27071823204419887,0.7570578455924988
0.04240766073871409,0.27255985267034993,0.7570351362228394
0.04274965800273598,0.27255985267034993,0.7561085224151611
0.04274965800273598,0.27992633517495397,0.7539783120155334
0.04377564979480164,0.27992633517495397,0.7528790235519409
0.04377564979480164,0.281767955801105,0.7525046467781067
0.04445964432284542,0.281767955801105,0.7521510124206543
0.04445964432284542,0.283609576427256,0.7515605688095093
0.045485636114911084,0.283609576427256,0.7497318387031555
0.045485636114911084,0.287292817679558,0.7494072318077087
0.04582763337893297,0.287292817679558,0.7493355870246887
0.04582763337893297,0.289134438305709,0.7490861415863037
0.046511627906976744,0.289134438305709,0.7485533356666565
0.046511627906976744,0.29097605893186,0.748522162437439
0.046853625170998635,0.29097605893186,0.747838020324707
0.046853625170998635,0.292817679558011,0.7477189302444458
0.04719562243502052,0.292817679558011,0.7475807666778564
0.04719562243502052,0.2946593001841621,0.7474104166030884
0.04753761969904241,0.2946593001841621,0.7472081184387207
0.04753761969904241,0.2983425414364641,0.7468581199645996
0.047879616963064295,0.2983425414364641,0.7465940117835999
0.047879616963064295,0.3001841620626151,0.7465318441390991
0.048221614227086186,0.3001841620626151,0.7463878393173218
0.048221614227086186,0.3020257826887661,0.7462316751480103
0.05027359781121751,0.3020257826887661,0.7441372871398926
0.05027359781121751,0.30386740331491713,0.7437741160392761
0.0506155950752394,0.30386740331491713,0.7434995770454407
0.0506155950752394,0.31123388581952116,0.742107093334198
0.05095759233926129,0.31123388581952116,0.7419798970222473
0.05095759233926129,0.32044198895027626,0.7413533926010132
0.051641586867305064,0.32044198895027626,0.7411797046661377
0.051641586867305064,0.3241252302025783,0.7409424185752869
0.052667578659370724,0.3241252302025783,0.7401940822601318
0.052667578659370724,0.3259668508287293,0.740116536617279
0.054035567715458276,0.3259668508287293,0.7392975687980652
0.054035567715458276,0.3278084714548803,0.739246129989624
0.05437756497948017,0.3278084714548803,0.7381768226623535
0.05437756497948017,0.3296500920810313,0.7381304502487183
0.0560875512995896,0.3296500920810313,0.7361664772033691
0.0560875512995896,0.3314917127071823,0.7359257340431213
0.056429548563611494,0.3314917127071823,0.7345910668373108
0.056429548563611494,0.3333333333333333,0.7345899939537048
